branch,v10_06_00_01p01,v10_06_00_04p04,n_files_present
recTree/rec.reco.pfp.trk.truth.p.parent,1,1,2
recTree/rec.reco.pfp.trk.truth.p.pdg,1,1,2
recTree/rec.reco.pfp.trk.truth.p.plane.0.0.nhit,1,1,2
recTree/rec.reco.pfp.trk.truth.p.plane.0.0.visE,1,1,2
recTree/rec.reco.pfp.trk.truth.p.plane.0.1.nhit,1,1,2
recTree/rec.reco.pfp.trk.truth.p.plane.0.1.visE,1,1,2
recTree/rec.reco.pfp.trk.truth.p.plane.0.2.nhit,1,1,2
recTree/rec.reco.pfp.trk.truth.p.plane.0.2.visE,1,1,2
recTree/rec.reco.pfp.trk.truth.p.plane.1.0.nhit,1,1,2
recTree/rec.reco.pfp.trk.truth.p.plane.1.0.visE,1,1,2
recTree/rec.reco.pfp.trk.truth.p.plane.1.1.nhit,1,1,2
recTree/rec.reco.pfp.trk.truth.p.plane.1.1.visE,1,1,2
recTree/rec.reco.pfp.trk.truth.p.plane.1.2.nhit,1,1,2
recTree/rec.reco.pfp.trk.truth.p.plane.1.2.visE,1,1,2
recTree/rec.reco.pfp.trk.truth.p.start.x,1,1,2
recTree/rec.reco.pfp.trk.truth.p.start.y,1,1,2
recTree/rec.reco.pfp.trk.truth.p.start.z,1,1,2
recTree/rec.reco.pfp.trk.truth.p.startE,1,1,2
recTree/rec.reco.pfp.trk.truth.p.startT,1,1,2
recTree/rec.reco.pfp.trk.truth.p.start_process,1,1,2
recTree/rec.reco.pfp.trk.truth.p.startp.x,1,1,2
recTree/rec.reco.pfp.trk.truth.p.startp.y,1,1,2
recTree/rec.reco.pfp.trk.truth.p.startp.z,1,1,2
recTree/rec.reco.pfp.trk.truth.p.wallin,1,1,2
recTree/rec.reco.pfp.trk.truth.p.wallout,1,1,2
recTree/rec.reco.pfp.trk.truth.pur,1,1,2
recTree/rec.reco.pfp.trk.truth.visEintrk,1,1,2
recTree/rec.reco.stub..length,1,1,2
recTree/rec.reco.stub.efield_end,1,1,2
recTree/rec.reco.stub.efield_vtx,1,1,2
recTree/rec.reco.stub.end.x,1,1,2
recTree/rec.reco.stub.end.y,1,1,2
recTree/rec.reco.stub.end.z,1,1,2
recTree/rec.reco.stub.pfpid,1,1,2
recTree/rec.reco.stub.planes..idx,1,1,2
recTree/rec.reco.stub.planes..length,1,1,2
recTree/rec.reco.stub.planes..totarraysize,1,1,2
recTree/rec.reco.stub.planes.hit_w,1,1,2
recTree/rec.reco.stub.planes.hits..idx,1,1,2
recTree/rec.reco.stub.planes.hits..length,1,1,2
recTree/rec.reco.stub.planes.hits..totarraysize,1,1,2
recTree/rec.reco.stub.planes.hits.charge,1,1,2
recTree/rec.reco.stub.planes.hits.ontrack,1,1,2
recTree/rec.reco.stub.planes.hits.wire,1,1,2
recTree/rec.reco.stub.planes.p,1,1,2
recTree/rec.reco.stub.planes.pitch,1,1,2
recTree/rec.reco.stub.planes.trkpitch,1,1,2
recTree/rec.reco.stub.planes.vtx_w,1,1,2
recTree/rec.reco.stub.truth.bestmatch.G4ID,1,1,2
recTree/rec.reco.stub.truth.bestmatch.energy,1,1,2
recTree/rec.reco.stub.truth.bestmatch.energy_completeness,1,1,2
recTree/rec.reco.stub.truth.bestmatch.energy_purity,1,1,2
recTree/rec.reco.stub.truth.bestmatch.hit_completeness,1,1,2
recTree/rec.reco.stub.truth.bestmatch.hit_purity,1,1,2
recTree/rec.reco.stub.truth.eff,1,1,2
recTree/rec.reco.stub.truth.eff_cryo,1,1,2
recTree/rec.reco.stub.truth.matches..idx,1,1,2
recTree/rec.reco.stub.truth.matches..length,1,1,2
recTree/rec.reco.stub.truth.matches..totarraysize,1,1,2
recTree/rec.reco.stub.truth.matches.G4ID,1,1,2
recTree/rec.reco.stub.truth.matches.energy,1,1,2
recTree/rec.reco.stub.truth.matches.energy_completeness,1,1,2
recTree/rec.reco.stub.truth.matches.energy_purity,1,1,2
recTree/rec.reco.stub.truth.matches.hit_completeness,1,1,2
recTree/rec.reco.stub.truth.matches.hit_purity,1,1,2
recTree/rec.reco.stub.truth.nmatches,1,1,2
recTree/rec.reco.stub.truth.p.G4ID,1,1,2
recTree/rec.reco.stub.truth.p.cont_tpc,1,1,2
recTree/rec.reco.stub.truth.p.contained,1,1,2
recTree/rec.reco.stub.truth.p.crosses_tpc,1,1,2
recTree/rec.reco.stub.truth.p.cryostat,1,1,2
recTree/rec.reco.stub.truth.p.daughters,1,1,2
recTree/rec.reco.stub.truth.p.daughters..idx,1,1,2
recTree/rec.reco.stub.truth.p.daughters..length,1,1,2
recTree/rec.reco.stub.truth.p.daughters..totarraysize,1,1,2
recTree/rec.reco.stub.truth.p.end.x,1,1,2
recTree/rec.reco.stub.truth.p.end.y,1,1,2
recTree/rec.reco.stub.truth.p.end.z,1,1,2
recTree/rec.reco.stub.truth.p.endE,1,1,2
recTree/rec.reco.stub.truth.p.endT,1,1,2
recTree/rec.reco.stub.truth.p.end_process,1,1,2
recTree/rec.reco.stub.truth.p.endp.x,1,1,2
recTree/rec.reco.stub.truth.p.endp.y,1,1,2
recTree/rec.reco.stub.truth.p.endp.z,1,1,2
recTree/rec.reco.stub.truth.p.gen.x,1,1,2
recTree/rec.reco.stub.truth.p.gen.y,1,1,2
recTree/rec.reco.stub.truth.p.gen.z,1,1,2
recTree/rec.reco.stub.truth.p.genE,1,1,2
recTree/rec.reco.stub.truth.p.genT,1,1,2
recTree/rec.reco.stub.truth.p.generator,1,1,2
recTree/rec.reco.stub.truth.p.genp.x,1,1,2
recTree/rec.reco.stub.truth.p.genp.y,1,1,2
recTree/rec.reco.stub.truth.p.genp.z,1,1,2
recTree/rec.reco.stub.truth.p.gstatus,1,1,2
recTree/rec.reco.stub.truth.p.interaction_id,1,1,2
recTree/rec.reco.stub.truth.p.length,1,1,2
recTree/rec.reco.stub.truth.p.parent,1,1,2
recTree/rec.reco.stub.truth.p.pdg,1,1,2
recTree/rec.reco.stub.truth.p.plane.0.0.nhit,1,1,2
recTree/rec.reco.stub.truth.p.plane.0.0.visE,1,1,2
recTree/rec.reco.stub.truth.p.plane.0.1.nhit,1,1,2
recTree/rec.reco.stub.truth.p.plane.0.1.visE,1,1,2
recTree/rec.reco.stub.truth.p.plane.0.2.nhit,1,1,2
recTree/rec.reco.stub.truth.p.plane.0.2.visE,1,1,2
recTree/rec.reco.stub.truth.p.plane.1.0.nhit,1,1,2
recTree/rec.reco.stub.truth.p.plane.1.0.visE,1,1,2
recTree/rec.reco.stub.truth.p.plane.1.1.nhit,1,1,2
recTree/rec.reco.stub.truth.p.plane.1.1.visE,1,1,2
recTree/rec.reco.stub.truth.p.plane.1.2.nhit,1,1,2
recTree/rec.reco.stub.truth.p.plane.1.2.visE,1,1,2
recTree/rec.reco.stub.truth.p.start.x,1,1,2
recTree/rec.reco.stub.truth.p.start.y,1,1,2
recTree/rec.reco.stub.truth.p.start.z,1,1,2
recTree/rec.reco.stub.truth.p.startE,1,1,2
recTree/rec.reco.stub.truth.p.startT,1,1,2
recTree/rec.reco.stub.truth.p.start_process,1,1,2
recTree/rec.reco.stub.truth.p.startp.x,1,1,2
recTree/rec.reco.stub.truth.p.startp.y,1,1,2
recTree/rec.reco.stub.truth.p.startp.z,1,1,2
recTree/rec.reco.stub.truth.p.wallin,1,1,2
recTree/rec.reco.stub.truth.p.wallout,1,1,2
recTree/rec.reco.stub.truth.pur,1,1,2
recTree/rec.reco.stub.truth.visEintrk,1,1,2
recTree/rec.reco.stub.vtx.x,1,1,2
recTree/rec.reco.stub.vtx.y,1,1,2
recTree/rec.reco.stub.vtx.z,1,1,2
recTree/rec.sbnd_crt_tracks..length,1,1,2
recTree/rec.sbnd_crt_tracks.pe,1,1,2
recTree/rec.sbnd_crt_tracks.points..idx,1,1,2
recTree/rec.sbnd_crt_tracks.points..length,1,1,2
recTree/rec.sbnd_crt_tracks.points..totarraysize,1,1,2
recTree/rec.sbnd_crt_tracks.points.x,1,1,2
recTree/rec.sbnd_crt_tracks.points.y,1,1,2
recTree/rec.sbnd_crt_tracks.points.z,1,1,2
recTree/rec.sbnd_crt_tracks.time,1,1,2
recTree/rec.sbnd_crt_tracks.time_err,1,1,2
recTree/rec.sbnd_crt_tracks.tof,1,1,2
recTree/rec.slc..length,1,1,2
recTree/rec.slc.barycenterFM.chargeCenter.x,1,1,2
recTree/rec.slc.barycenterFM.chargeCenter.y,1,1,2
recTree/rec.slc.barycenterFM.chargeCenter.z,1,1,2
recTree/rec.slc.barycenterFM.chargeCenterXLocal,1,1,2
recTree/rec.slc.barycenterFM.chargeTotal,1,1,2
recTree/rec.slc.barycenterFM.chargeWidth.x,1,1,2
recTree/rec.slc.barycenterFM.chargeWidth.y,1,1,2
recTree/rec.slc.barycenterFM.chargeWidth.z,1,1,2
recTree/rec.slc.barycenterFM.deltaT,1,1,2
recTree/rec.slc.barycenterFM.deltaY,1,1,2
recTree/rec.slc.barycenterFM.deltaY_Trigger,1,1,2
recTree/rec.slc.barycenterFM.deltaZ,1,1,2
recTree/rec.slc.barycenterFM.deltaZ_Trigger,1,1,2
recTree/rec.slc.barycenterFM.flashAsymmetry,1,1,2
recTree/rec.slc.barycenterFM.flashCenter.x,1,1,2
recTree/rec.slc.barycenterFM.flashCenter.y,1,1,2
recTree/rec.slc.barycenterFM.flashCenter.z,1,1,2
recTree/rec.slc.barycenterFM.flashFirstHit,1,1,2
recTree/rec.slc.barycenterFM.flashPEs,1,1,2
recTree/rec.slc.barycenterFM.flashTime,1,1,2
recTree/rec.slc.barycenterFM.flashWidth.x,1,1,2
recTree/rec.slc.barycenterFM.flashWidth.y,1,1,2
recTree/rec.slc.barycenterFM.flashWidth.z,1,1,2
recTree/rec.slc.barycenterFM.overlapY,1,1,2
recTree/rec.slc.barycenterFM.overlapZ,1,1,2
recTree/rec.slc.barycenterFM.radius,1,1,2
recTree/rec.slc.barycenterFM.radius_Trigger,1,1,2
recTree/rec.slc.charge,1,1,2
recTree/rec.slc.charge_center.x,1,1,2
recTree/rec.slc.charge_center.y,1,1,2
recTree/rec.slc.charge_center.z,1,1,2
recTree/rec.slc.charge_width.x,1,1,2
recTree/rec.slc.charge_width.y,1,1,2
recTree/rec.slc.charge_width.z,1,1,2
recTree/rec.slc.crumbs_result.bestid,1,1,2
recTree/rec.slc.crumbs_result.bestscore,1,1,2
recTree/rec.slc.crumbs_result.ccnuescore,1,1,2
recTree/rec.slc.crumbs_result.ccnumuscore,1,1,2
recTree/rec.slc.crumbs_result.crt.spscore,1,1,2
recTree/rec.slc.crumbs_result.crt.sptime,1,1,2
recTree/rec.slc.crumbs_result.crt.trackscore,1,1,2
recTree/rec.slc.crumbs_result.crt.tracktime,1,1,2
recTree/rec.slc.crumbs_result.ncscore,1,1,2
recTree/rec.slc.crumbs_result.pds.fmpe,1,1,2
recTree/rec.slc.crumbs_result.pds.fmtime,1,1,2
recTree/rec.slc.crumbs_result.pds.fmtotalscore,1,1,2
recTree/rec.slc.crumbs_result.pds.opt0measuredpe,1,1,2
recTree/rec.slc.crumbs_result.pds.opt0score,1,1,2
recTree/rec.slc.crumbs_result.score,1,1,2
recTree/rec.slc.crumbs_result.tpc.crlongtrackdefl,1,1,2
recTree/rec.slc.crumbs_result.tpc.crlongtrackdiry,1,1,2
recTree/rec.slc.crumbs_result.tpc.crlongtrackhitfrac,1,1,2
recTree/rec.slc.crumbs_result.tpc.crnhitsmax,1,1,2
recTree/rec.slc.crumbs_result.tpc.nufinalstatepfos,1,1,2
recTree/rec.slc.crumbs_result.tpc.nusphereeigenratio,1,1,2
recTree/rec.slc.crumbs_result.tpc.nuspherespacepoints,1,1,2
recTree/rec.slc.crumbs_result.tpc.nutotalhits,1,1,2
recTree/rec.slc.crumbs_result.tpc.nuvertexy,1,1,2
recTree/rec.slc.crumbs_result.tpc.nuwgtdirz,1,1,2
recTree/rec.slc.crumbs_result.tpc.stoppingchi2ratio,1,1,2
recTree/rec.slc.cvn.cosmicscore,1,1,2
recTree/rec.slc.cvn.ncscore,1,1,2
recTree/rec.slc.cvn.nuescore,1,1,2
recTree/rec.slc.cvn.numuscore,1,1,2
recTree/rec.slc.fake_reco.filled,1,1,2
recTree/rec.slc.fake_reco.hadrons..idx,1,1,2
recTree/rec.slc.fake_reco.hadrons..length,1,1,2
recTree/rec.slc.fake_reco.hadrons..totarraysize,1,1,2
recTree/rec.slc.fake_reco.hadrons.contained,1,1,2
recTree/rec.slc.fake_reco.hadrons.costh,1,1,2
recTree/rec.slc.fake_reco.hadrons.ke,1,1,2
recTree/rec.slc.fake_reco.hadrons.len,1,1,2
recTree/rec.slc.fake_reco.hadrons.pid,1,1,2
recTree/rec.slc.fake_reco.lepton.contained,1,1,2
recTree/rec.slc.fake_reco.lepton.costh,1,1,2
recTree/rec.slc.fake_reco.lepton.ke,1,1,2
recTree/rec.slc.fake_reco.lepton.len,1,1,2
recTree/rec.slc.fake_reco.lepton.pid,1,1,2
recTree/rec.slc.fake_reco.nhad,1,1,2
recTree/rec.slc.fake_reco.nuE,1,1,2
recTree/rec.slc.fake_reco.vtx.x,1,1,2
recTree/rec.slc.fake_reco.vtx.y,1,1,2
recTree/rec.slc.fake_reco.vtx.z,1,1,2
recTree/rec.slc.fake_reco.wgt,1,1,2
recTree/rec.slc.fmatch.chargeCenter.x,1,1,2
recTree/rec.slc.fmatch.chargeCenter.y,1,1,2
recTree/rec.slc.fmatch.chargeCenter.z,1,1,2
recTree/rec.slc.fmatch.chargeQ,1,1,2
recTree/rec.slc.fmatch.chargeWidth.x,1,1,2
recTree/rec.slc.fmatch.chargeWidth.y,1,1,2
recTree/rec.slc.fmatch.chargeWidth.z,1,1,2
recTree/rec.slc.fmatch.lightCenter.x,1,1,2
recTree/rec.slc.fmatch.lightCenter.y,1,1,2
recTree/rec.slc.fmatch.lightCenter.z,1,1,2
recTree/rec.slc.fmatch.lightPE,1,1,2
recTree/rec.slc.fmatch.lightWidth.x,1,1,2
recTree/rec.slc.fmatch.lightWidth.y,1,1,2
recTree/rec.slc.fmatch.lightWidth.z,1,1,2
recTree/rec.slc.fmatch.present,1,1,2
recTree/rec.slc.fmatch.score,1,1,2
recTree/rec.slc.fmatch.scorePEToQ,1,1,2
recTree/rec.slc.fmatch.scoreRR,1,1,2
recTree/rec.slc.fmatch.scoreRatio,1,1,2
recTree/rec.slc.fmatch.scoreSlope,1,1,2
recTree/rec.slc.fmatch.scoreY,1,1,2
recTree/rec.slc.fmatch.scoreZ,1,1,2
recTree/rec.slc.fmatch.time,1,1,2
recTree/rec.slc.fmatchara.chargeCenter.x,1,1,2
recTree/rec.slc.fmatchara.chargeCenter.y,1,1,2
recTree/rec.slc.fmatchara.chargeCenter.z,1,1,2
recTree/rec.slc.fmatchara.chargeQ,1,1,2
recTree/rec.slc.fmatchara.chargeWidth.x,1,1,2
recTree/rec.slc.fmatchara.chargeWidth.y,1,1,2
recTree/rec.slc.fmatchara.chargeWidth.z,1,1,2
recTree/rec.slc.fmatchara.lightCenter.x,1,1,2
recTree/rec.slc.fmatchara.lightCenter.y,1,1,2
recTree/rec.slc.fmatchara.lightCenter.z,1,1,2
recTree/rec.slc.fmatchara.lightPE,1,1,2
recTree/rec.slc.fmatchara.lightWidth.x,1,1,2
recTree/rec.slc.fmatchara.lightWidth.y,1,1,2
recTree/rec.slc.fmatchara.lightWidth.z,1,1,2
recTree/rec.slc.fmatchara.present,1,1,2
recTree/rec.slc.fmatchara.score,1,1,2
recTree/rec.slc.fmatchara.scorePEToQ,1,1,2
recTree/rec.slc.fmatchara.scoreRR,1,1,2
recTree/rec.slc.fmatchara.scoreRatio,1,1,2
recTree/rec.slc.fmatchara.scoreSlope,1,1,2
recTree/rec.slc.fmatchara.scoreY,1,1,2
recTree/rec.slc.fmatchara.scoreZ,1,1,2
recTree/rec.slc.fmatchara.time,1,1,2
recTree/rec.slc.fmatchop.chargeCenter.x,1,1,2
recTree/rec.slc.fmatchop.chargeCenter.y,1,1,2
recTree/rec.slc.fmatchop.chargeCenter.z,1,1,2
recTree/rec.slc.fmatchop.chargeQ,1,1,2
recTree/rec.slc.fmatchop.chargeWidth.x,1,1,2
recTree/rec.slc.fmatchop.chargeWidth.y,1,1,2
recTree/rec.slc.fmatchop.chargeWidth.z,1,1,2
recTree/rec.slc.fmatchop.lightCenter.x,1,1,2
recTree/rec.slc.fmatchop.lightCenter.y,1,1,2
recTree/rec.slc.fmatchop.lightCenter.z,1,1,2
recTree/rec.slc.fmatchop.lightPE,1,1,2
recTree/rec.slc.fmatchop.lightWidth.x,1,1,2
recTree/rec.slc.fmatchop.lightWidth.y,1,1,2
recTree/rec.slc.fmatchop.lightWidth.z,1,1,2
recTree/rec.slc.fmatchop.present,1,1,2
recTree/rec.slc.fmatchop.score,1,1,2
recTree/rec.slc.fmatchop.scorePEToQ,1,1,2
recTree/rec.slc.fmatchop.scoreRR,1,1,2
recTree/rec.slc.fmatchop.scoreRatio,1,1,2
recTree/rec.slc.fmatchop.scoreSlope,1,1,2
recTree/rec.slc.fmatchop.scoreY,1,1,2
recTree/rec.slc.fmatchop.scoreZ,1,1,2
recTree/rec.slc.fmatchop.time,1,1,2
recTree/rec.slc.fmatchopara.chargeCenter.x,1,1,2
recTree/rec.slc.fmatchopara.chargeCenter.y,1,1,2
recTree/rec.slc.fmatchopara.chargeCenter.z,1,1,2
recTree/rec.slc.fmatchopara.chargeQ,1,1,2
recTree/rec.slc.fmatchopara.chargeWidth.x,1,1,2
recTree/rec.slc.fmatchopara.chargeWidth.y,1,1,2
recTree/rec.slc.fmatchopara.chargeWidth.z,1,1,2
recTree/rec.slc.fmatchopara.lightCenter.x,1,1,2
recTree/rec.slc.fmatchopara.lightCenter.y,1,1,2
recTree/rec.slc.fmatchopara.lightCenter.z,1,1,2
recTree/rec.slc.fmatchopara.lightPE,1,1,2
recTree/rec.slc.fmatchopara.lightWidth.x,1,1,2
recTree/rec.slc.fmatchopara.lightWidth.y,1,1,2
recTree/rec.slc.fmatchopara.lightWidth.z,1,1,2
recTree/rec.slc.fmatchopara.present,1,1,2
recTree/rec.slc.fmatchopara.score,1,1,2
recTree/rec.slc.fmatchopara.scorePEToQ,1,1,2
recTree/rec.slc.fmatchopara.scoreRR,1,1,2
recTree/rec.slc.fmatchopara.scoreRatio,1,1,2
recTree/rec.slc.fmatchopara.scoreSlope,1,1,2
recTree/rec.slc.fmatchopara.scoreY,1,1,2
recTree/rec.slc.fmatchopara.scoreZ,1,1,2
recTree/rec.slc.fmatchopara.time,1,1,2
recTree/rec.slc.is_clear_cosmic,1,1,2
recTree/rec.slc.ng_filt_pass_frac,1,1,2
recTree/rec.slc.nu_pdg,1,1,2
recTree/rec.slc.nu_score,1,1,2
recTree/rec.slc.nuid.crlongtrkdef,1,1,2
recTree/rec.slc.nuid.crlongtrkdiry,1,1,2
recTree/rec.slc.nuid.crlongtrkhitfrac,1,1,2
recTree/rec.slc.nuid.crmaxhits,1,1,2
recTree/rec.slc.nuid.nueigen,1,1,2
recTree/rec.slc.nuid.nufspfos,1,1,2
recTree/rec.slc.nuid.nusps,1,1,2
recTree/rec.slc.nuid.nutothits,1,1,2
recTree/rec.slc.nuid.nuvtxy,1,1,2
recTree/rec.slc.nuid.nuwgtdirz,1,1,2
recTree/rec.slc.opt0.hypoPE,1,1,2
recTree/rec.slc.opt0.measPE,1,1,2
recTree/rec.slc.opt0.score,1,1,2
recTree/rec.slc.opt0.time,1,1,2
recTree/rec.slc.opt0.tpc,1,1,2
recTree/rec.slc.opt0_sec.hypoPE,1,1,2
recTree/rec.slc.opt0_sec.measPE,1,1,2
recTree/rec.slc.opt0_sec.score,1,1,2
recTree/rec.slc.opt0_sec.time,1,1,2
recTree/rec.slc.opt0_sec.tpc,1,1,2
recTree/rec.slc.primary,1,1,2
recTree/rec.slc.primary..idx,1,1,2
recTree/rec.slc.primary..length,1,1,2
recTree/rec.slc.primary..totarraysize,1,1,2
recTree/rec.slc.producer,1,1,2
recTree/rec.slc.reco.hit..idx,1,1,2
recTree/rec.slc.reco.hit..length,1,1,2
recTree/rec.slc.reco.hit..totarraysize,1,1,2
recTree/rec.slc.reco.hit.RMS,1,1,2
recTree/rec.slc.reco.hit.cryoID,1,1,2
recTree/rec.slc.reco.hit.integral,1,1,2
recTree/rec.slc.reco.hit.peakAmplitude,1,1,2
recTree/rec.slc.reco.hit.peakTime,1,1,2
recTree/rec.slc.reco.hit.planeID,1,1,2
recTree/rec.slc.reco.hit.spacepoint.ID,1,1,2
recTree/rec.slc.reco.hit.spacepoint.XYZ.x,1,1,2
recTree/rec.slc.reco.hit.spacepoint.XYZ.y,1,1,2
recTree/rec.slc.reco.hit.spacepoint.XYZ.z,1,1,2
recTree/rec.slc.reco.hit.spacepoint.chisq,1,1,2
recTree/rec.slc.reco.hit.spacepoint.pfpID,1,1,2
recTree/rec.slc.reco.hit.tpcID,1,1,2
recTree/rec.slc.reco.hit.wireID,1,1,2
recTree/rec.slc.reco.nhit,1,1,2
recTree/rec.slc.reco.npfp,1,1,2
recTree/rec.slc.reco.nstub,1,1,2
recTree/rec.slc.reco.pfp..idx,1,1,2
recTree/rec.slc.reco.pfp..length,1,1,2
recTree/rec.slc.reco.pfp..totarraysize,1,1,2
recTree/rec.slc.reco.pfp.cnnscore.endmichel,1,1,2
recTree/rec.slc.reco.pfp.cnnscore.michel,1,1,2
recTree/rec.slc.reco.pfp.cnnscore.nclusters,1,1,2
recTree/rec.slc.reco.pfp.cnnscore.noise,1,1,2
recTree/rec.slc.reco.pfp.cnnscore.shower,1,1,2
recTree/rec.slc.reco.pfp.cnnscore.track,1,1,2
recTree/rec.slc.reco.pfp.daughters,1,1,2
recTree/rec.slc.reco.pfp.daughters..idx,1,1,2
recTree/rec.slc.reco.pfp.daughters..length,1,1,2
recTree/rec.slc.reco.pfp.daughters..totarraysize,1,1,2
recTree/rec.slc.reco.pfp.id,1,1,2
recTree/rec.slc.reco.pfp.ndaughters,1,1,2
recTree/rec.slc.reco.pfp.ngscore.bkg_frac,1,1,2
recTree/rec.slc.reco.pfp.ngscore.dif_frac,1,1,2
recTree/rec.slc.reco.pfp.ngscore.hip_frac,1,1,2
recTree/rec.slc.reco.pfp.ngscore.mhl_frac,1,1,2
recTree/rec.slc.reco.pfp.ngscore.mip_frac,1,1,2
recTree/rec.slc.reco.pfp.ngscore.sem_cat,1,1,2
recTree/rec.slc.reco.pfp.ngscore.shr_frac,1,1,2
recTree/rec.slc.reco.pfp.parent,1,1,2
recTree/rec.slc.reco.pfp.parent_is_primary,1,1,2
recTree/rec.slc.reco.pfp.pfochar.chgendfrac,1,1,2
recTree/rec.slc.reco.pfp.pfochar.chgfracspread,1,1,2
recTree/rec.slc.reco.pfp.pfochar.concentration,1,1,2
recTree/rec.slc.reco.pfp.pfochar.conicalness,1,1,2
recTree/rec.slc.reco.pfp.pfochar.halototratio,1,1,2
recTree/rec.slc.reco.pfp.pfochar.linfitdiff,1,1,2
recTree/rec.slc.reco.pfp.pfochar.linfitgaplen,1,1,2
recTree/rec.slc.reco.pfp.pfochar.linfitlen,1,1,2
recTree/rec.slc.reco.pfp.pfochar.linfitrms,1,1,2
recTree/rec.slc.reco.pfp.pfochar.openanglediff,1,1,2
recTree/rec.slc.reco.pfp.pfochar.pca2ratio,1,1,2
recTree/rec.slc.reco.pfp.pfochar.pca3ratio,1,1,2
recTree/rec.slc.reco.pfp.pfochar.vtxdist,1,1,2
recTree/rec.slc.reco.pfp.razzled.bestScore,1,1,2
recTree/rec.slc.reco.pfp.razzled.electronScore,1,1,2
recTree/rec.slc.reco.pfp.razzled.muonScore,1,1,2
recTree/rec.slc.reco.pfp.razzled.pdg,1,1,2
recTree/rec.slc.reco.pfp.razzled.photonScore,1,1,2
recTree/rec.slc.reco.pfp.razzled.pionScore,1,1,2
recTree/rec.slc.reco.pfp.razzled.protonScore,1,1,2
recTree/rec.slc.reco.pfp.shw.bestplane,1,1,2
recTree/rec.slc.reco.pfp.shw.bestplane_dEdx,1,1,2
recTree/rec.slc.reco.pfp.shw.bestplane_energy,1,1,2
recTree/rec.slc.reco.pfp.shw.conversion_gap,1,1,2
recTree/rec.slc.reco.pfp.shw.cosmicDist,1,1,2
recTree/rec.slc.reco.pfp.shw.density,1,1,2
recTree/rec.slc.reco.pfp.shw.dir.x,1,1,2
recTree/rec.slc.reco.pfp.shw.dir.y,1,1,2
recTree/rec.slc.reco.pfp.shw.dir.z,1,1,2
recTree/rec.slc.reco.pfp.shw.end.x,1,1,2
recTree/rec.slc.reco.pfp.shw.end.y,1,1,2
recTree/rec.slc.reco.pfp.shw.end.z,1,1,2
recTree/rec.slc.reco.pfp.shw.len,1,1,2
recTree/rec.slc.reco.pfp.shw.open_angle,1,1,2
recTree/rec.slc.reco.pfp.shw.plane.0.dEdx,1,1,2
recTree/rec.slc.reco.pfp.shw.plane.0.energy,1,1,2
recTree/rec.slc.reco.pfp.shw.plane.0.nHits,1,1,2
recTree/rec.slc.reco.pfp.shw.plane.0.wirePitch,1,1,2
recTree/rec.slc.reco.pfp.shw.plane.1.dEdx,1,1,2
recTree/rec.slc.reco.pfp.shw.plane.1.energy,1,1,2
recTree/rec.slc.reco.pfp.shw.plane.1.nHits,1,1,2
recTree/rec.slc.reco.pfp.shw.plane.1.wirePitch,1,1,2
recTree/rec.slc.reco.pfp.shw.plane.2.dEdx,1,1,2
recTree/rec.slc.reco.pfp.shw.plane.2.energy,1,1,2
recTree/rec.slc.reco.pfp.shw.plane.2.nHits,1,1,2
recTree/rec.slc.reco.pfp.shw.plane.2.wirePitch,1,1,2
recTree/rec.slc.reco.pfp.shw.producer,1,1,2
recTree/rec.slc.reco.pfp.shw.razzle.bestScore,1,1,2
recTree/rec.slc.reco.pfp.shw.razzle.electronScore,1,1,2
recTree/rec.slc.reco.pfp.shw.razzle.otherScore,1,1,2
recTree/rec.slc.reco.pfp.shw.razzle.pdg,1,1,2
recTree/rec.slc.reco.pfp.shw.razzle.photonScore,1,1,2
recTree/rec.slc.reco.pfp.shw.selVars.densityGradient,1,1,2
recTree/rec.slc.reco.pfp.shw.selVars.densityGradientPower,1,1,2
recTree/rec.slc.reco.pfp.shw.selVars.showerResiduals,1,1,2
recTree/rec.slc.reco.pfp.shw.selVars.showerResiduals..idx,1,1,2
recTree/rec.slc.reco.pfp.shw.selVars.showerResiduals..length,1,1,2
recTree/rec.slc.reco.pfp.shw.selVars.showerResiduals..totarraysize,1,1,2
recTree/rec.slc.reco.pfp.shw.selVars.trackLength,1,1,2
recTree/rec.slc.reco.pfp.shw.selVars.trackWidth,1,1,2
recTree/rec.slc.reco.pfp.shw.start.x,1,1,2
recTree/rec.slc.reco.pfp.shw.start.y,1,1,2
recTree/rec.slc.reco.pfp.shw.start.z,1,1,2
recTree/rec.slc.reco.pfp.shw.truth.bestmatch.G4ID,1,1,2
recTree/rec.slc.reco.pfp.shw.truth.bestmatch.energy,1,1,2
recTree/rec.slc.reco.pfp.shw.truth.bestmatch.energy_completeness,1,1,2
recTree/rec.slc.reco.pfp.shw.truth.bestmatch.energy_purity,1,1,2
recTree/rec.slc.reco.pfp.shw.truth.bestmatch.hit_completeness,1,1,2
recTree/rec.slc.reco.pfp.shw.truth.bestmatch.hit_purity,1,1,2
recTree/rec.slc.reco.pfp.shw.truth.eff,1,1,2
recTree/rec.slc.reco.pfp.shw.truth.eff_cryo,1,1,2
recTree/rec.slc.reco.pfp.shw.truth.matches..idx,1,1,2
recTree/rec.slc.reco.pfp.shw.truth.matches..length,1,1,2
recTree/rec.slc.reco.pfp.shw.truth.matches..totarraysize,1,1,2
recTree/rec.slc.reco.pfp.shw.truth.matches.G4ID,1,1,2
recTree/rec.slc.reco.pfp.shw.truth.matches.energy,1,1,2
